Geolocation,Commodity,Date_String,Price,Parent_Class,Date,Month_Index
MIMAROPA REGION,Paminta [Black pepper],2022 January,293.08,Black Pepper (Paminta),2022-01-01,12
MIMAROPA REGION,Paminta [Black pepper],2022 February,289.72,Black Pepper (Paminta),2022-02-01,13
MIMAROPA REGION,Paminta [Black pepper],2022 March,212.88,Black Pepper (Paminta),2022-03-01,14
MIMAROPA REGION,Paminta [Black pepper],2022 April,268.62,Black Pepper (Paminta),2022-04-01,15
MIMAROPA REGION,Paminta [Black pepper],2022 May,265.46,Black Pepper (Paminta),2022-05-01,16
MIMAROPA REGION,Paminta [Black pepper],2022 June,244.68,Black Pepper (Paminta),2022-06-01,17
MIMAROPA REGION,Paminta [Black pepper],2022 July,288.57,Black Pepper (Paminta),2022-07-01,18
MIMAROPA REGION,Paminta [Black pepper],2022 August,311.77,Black Pepper (Paminta),2022-08-01,19
MIMAROPA REGION,Paminta [Black pepper],2022 September,267.27,Black Pepper (Paminta),2022-09-01,20
MIMAROPA REGION,Paminta [Black pepper],2022 October,268.1,Black Pepper (Paminta),2022-10-01,21
MIMAROPA REGION,Paminta [Black pepper],2022 November,273.73,Black Pepper (Paminta),2022-11-01,22
MIMAROPA REGION,Paminta [Black pepper],2022 December,279.73,Black Pepper (Paminta),2022-12-01,23
MIMAROPA REGION,Paminta [Black pepper],2023 January,330.61,Black Pepper (Paminta),2023-01-01,24
MIMAROPA REGION,Paminta [Black pepper],2023 February,311.8,Black Pepper (Paminta),2023-02-01,25
MIMAROPA REGION,Paminta [Black pepper],2023 March,288.96,Black Pepper (Paminta),2023-03-01,26
MIMAROPA REGION,Paminta [Black pepper],2023 April,267.08,Black Pepper (Paminta),2023-04-01,27
MIMAROPA REGION,Paminta [Black pepper],2023 May,226.79,Black Pepper (Paminta),2023-05-01,28
MIMAROPA REGION,Paminta [Black pepper],2023 June,257.96,Black Pepper (Paminta),2023-06-01,29
MIMAROPA REGION,Paminta [Black pepper],2023 July,309.29,Black Pepper (Paminta),2023-07-01,30
MIMAROPA REGION,Paminta [Black pepper],2023 August,295.33,Black Pepper (Paminta),2023-08-01,31
MIMAROPA REGION,Paminta [Black pepper],2023 September,293.49,Black Pepper (Paminta),2023-09-01,32
MIMAROPA REGION,Paminta [Black pepper],2023 October,297.14,Black Pepper (Paminta),2023-10-01,33
MIMAROPA REGION,Paminta [Black pepper],2023 November,316.89,Black Pepper (Paminta),2023-11-01,34
MIMAROPA REGION,Paminta [Black pepper],2023 December,313.87,Black Pepper (Paminta),2023-12-01,35
MIMAROPA REGION,Paminta [Black pepper],2024 January,330.0,Black Pepper (Paminta),2024-01-01,36
MIMAROPA REGION,Paminta [Black pepper],2024 February,320.0,Black Pepper (Paminta),2024-02-01,37
MIMAROPA REGION,Paminta [Black pepper],2024 March,320.0,Black Pepper (Paminta),2024-03-01,38
MIMAROPA REGION,Paminta [Black pepper],2024 April,500.0,Black Pepper (Paminta),2024-04-01,39
MIMAROPA REGION,Paminta [Black pepper],2024 May,500.0,Black Pepper (Paminta),2024-05-01,40
MIMAROPA REGION,Paminta [Black pepper],2024 June,400.0,Black Pepper (Paminta),2024-06-01,41
MIMAROPA REGION,Paminta [Black pepper],2024 July,280.0,Black Pepper (Paminta),2024-07-01,42
MIMAROPA REGION,Paminta [Black pepper],2024 August,280.0,Black Pepper (Paminta),2024-08-01,43
MIMAROPA REGION,Paminta [Black pepper],2024 September,227.12,Black Pepper (Paminta),2024-09-01,44
MIMAROPA REGION,Paminta [Black pepper],2025 January,232.5,Black Pepper (Paminta),2025-01-01,48
MIMAROPA REGION,Paminta [Black pepper],2025 February,222.5,Black Pepper (Paminta),2025-02-01,49
MIMAROPA REGION,Paminta [Black pepper],2025 March,207.5,Black Pepper (Paminta),2025-03-01,50
MIMAROPA REGION,Paminta [Black pepper],2025 April,350.0,Black Pepper (Paminta),2025-04-01,51
MIMAROPA REGION,Paminta [Black pepper],2025 May,380.0,Black Pepper (Paminta),2025-05-01,52
MIMAROPA REGION,Paminta [Black pepper],2025 June,400.0,Black Pepper (Paminta),2025-06-01,53
MIMAROPA REGION,Paminta [Black pepper],2025 July,400.0,Black Pepper (Paminta),2025-07-01,54
MIMAROPA REGION,Paminta [Black pepper],2025 August,380.0,Black Pepper (Paminta),2025-08-01,55
MIMAROPA REGION,Paminta [Black pepper],2025 September,350.0,Black Pepper (Paminta),2025-09-01,56
MIMAROPA REGION,Paminta [Black pepper],2025 October,380.0,Black Pepper (Paminta),2025-10-01,57
MIMAROPA REGION,Paminta [Black pepper],2025 November,400.0,Black Pepper (Paminta),2025-11-01,58
MIMAROPA REGION,Paminta [Black pepper],2025 December,400.0,Black Pepper (Paminta),2025-12-01,59
MIMAROPA REGION,"Pepper, bell",2021 January,87.12,Other Fresh Peppers (Bell/Finger),2021-01-01,0
MIMAROPA REGION,"Pepper, bell",2021 February,80.54,Other Fresh Peppers (Bell/Finger),2021-02-01,1
MIMAROPA REGION,"Pepper, bell",2021 March,70.16,Other Fresh Peppers (Bell/Finger),2021-03-01,2
MIMAROPA REGION,"Pepper, bell",2021 April,72.29,Other Fresh Peppers (Bell/Finger),2021-04-01,3
MIMAROPA REGION,"Pepper, bell",2021 May,53.09,Other Fresh Peppers (Bell/Finger),2021-05-01,4
MIMAROPA REGION,"Pepper, bell",2021 June,54.49,Other Fresh Peppers (Bell/Finger),2021-06-01,5
MIMAROPA REGION,"Pepper, bell",2021 July,49.94,Other Fresh Peppers (Bell/Finger),2021-07-01,6
MIMAROPA REGION,"Pepper, bell",2021 August,78.07,Other Fresh Peppers (Bell/Finger),2021-08-01,7
MIMAROPA REGION,"Pepper, bell",2021 September,88.26,Other Fresh Peppers (Bell/Finger),2021-09-01,8
MIMAROPA REGION,"Pepper, bell",2021 October,71.17,Other Fresh Peppers (Bell/Finger),2021-10-01,9
MIMAROPA REGION,"Pepper, bell",2021 November,125.92,Other Fresh Peppers (Bell/Finger),2021-11-01,10
MIMAROPA REGION,"Pepper, bell",2021 December,139.89,Other Fresh Peppers (Bell/Finger),2021-12-01,11
MIMAROPA REGION,"Pepper, bell",2022 January,90.48,Other Fresh Peppers (Bell/Finger),2022-01-01,12
MIMAROPA REGION,"Pepper, bell",2022 February,101.93,Other Fresh Peppers (Bell/Finger),2022-02-01,13
MIMAROPA REGION,"Pepper, bell",2022 March,80.05,Other Fresh Peppers (Bell/Finger),2022-03-01,14
MIMAROPA REGION,"Pepper, bell",2022 April,63.06,Other Fresh Peppers (Bell/Finger),2022-04-01,15
MIMAROPA REGION,"Pepper, bell",2022 May,65.54,Other Fresh Peppers (Bell/Finger),2022-05-01,16
MIMAROPA REGION,"Pepper, bell",2022 June,51.1,Other Fresh Peppers (Bell/Finger),2022-06-01,17
MIMAROPA REGION,"Pepper, bell",2022 July,99.21,Other Fresh Peppers (Bell/Finger),2022-07-01,18
MIMAROPA REGION,"Pepper, bell",2022 August,107.25,Other Fresh Peppers (Bell/Finger),2022-08-01,19
MIMAROPA REGION,"Pepper, bell",2022 September,84.58,Other Fresh Peppers (Bell/Finger),2022-09-01,20
MIMAROPA REGION,"Pepper, bell",2022 October,94.62,Other Fresh Peppers (Bell/Finger),2022-10-01,21
MIMAROPA REGION,"Pepper, bell",2022 November,91.16,Other Fresh Peppers (Bell/Finger),2022-11-01,22
MIMAROPA REGION,"Pepper, bell",2022 December,117.53,Other Fresh Peppers (Bell/Finger),2022-12-01,23
MIMAROPA REGION,"Pepper, bell",2023 January,125.42,Other Fresh Peppers (Bell/Finger),2023-01-01,24
MIMAROPA REGION,"Pepper, bell",2023 February,103.25,Other Fresh Peppers (Bell/Finger),2023-02-01,25
MIMAROPA REGION,"Pepper, bell",2023 March,100.0,Other Fresh Peppers (Bell/Finger),2023-03-01,26
MIMAROPA REGION,"Pepper, bell",2023 April,84.06,Other Fresh Peppers (Bell/Finger),2023-04-01,27
MIMAROPA REGION,"Pepper, bell",2023 May,97.95,Other Fresh Peppers (Bell/Finger),2023-05-01,28
MIMAROPA REGION,"Pepper, bell",2023 June,86.34,Other Fresh Peppers (Bell/Finger),2023-06-01,29
MIMAROPA REGION,"Pepper, bell",2023 July,79.82,Other Fresh Peppers (Bell/Finger),2023-07-01,30
MIMAROPA REGION,"Pepper, bell",2023 August,87.99,Other Fresh Peppers (Bell/Finger),2023-08-01,31
MIMAROPA REGION,"Pepper, bell",2023 September,93.93,Other Fresh Peppers (Bell/Finger),2023-09-01,32
MIMAROPA REGION,"Pepper, bell",2023 October,80.63,Other Fresh Peppers (Bell/Finger),2023-10-01,33
MIMAROPA REGION,"Pepper, bell",2023 November,85.23,Other Fresh Peppers (Bell/Finger),2023-11-01,34
MIMAROPA REGION,"Pepper, bell",2023 December,100.34,Other Fresh Peppers (Bell/Finger),2023-12-01,35
MIMAROPA REGION,"Pepper, bell",2024 January,200.0,Other Fresh Peppers (Bell/Finger),2024-01-01,36
MIMAROPA REGION,"Pepper, bell",2024 February,200.0,Other Fresh Peppers (Bell/Finger),2024-02-01,37
MIMAROPA REGION,"Pepper, bell",2024 April,150.0,Other Fresh Peppers (Bell/Finger),2024-04-01,39
MIMAROPA REGION,"Pepper, bell",2024 May,150.0,Other Fresh Peppers (Bell/Finger),2024-05-01,40
MIMAROPA REGION,"Pepper, bell",2024 June,160.0,Other Fresh Peppers (Bell/Finger),2024-06-01,41
MIMAROPA REGION,"Pepper, bell",2024 July,125.0,Other Fresh Peppers (Bell/Finger),2024-07-01,42
MIMAROPA REGION,"Pepper, bell",2024 August,125.0,Other Fresh Peppers (Bell/Finger),2024-08-01,43
MIMAROPA REGION,"Pepper, bell",2024 September,127.5,Other Fresh Peppers (Bell/Finger),2024-09-01,44
MIMAROPA REGION,"Pepper, bell",2024 November,60.0,Other Fresh Peppers (Bell/Finger),2024-11-01,46
MIMAROPA REGION,"Pepper, bell",2025 April,160.0,Other Fresh Peppers (Bell/Finger),2025-04-01,51
MIMAROPA REGION,"Pepper, bell",2025 May,170.0,Other Fresh Peppers (Bell/Finger),2025-05-01,52
MIMAROPA REGION,"Pepper, bell",2025 June,175.0,Other Fresh Peppers (Bell/Finger),2025-06-01,53
MIMAROPA REGION,"Pepper, bell",2025 July,175.0,Other Fresh Peppers (Bell/Finger),2025-07-01,54
MIMAROPA REGION,"Pepper, bell",2025 August,100.0,Other Fresh Peppers (Bell/Finger),2025-08-01,55
MIMAROPA REGION,"Pepper, bell",2025 September,175.0,Other Fresh Peppers (Bell/Finger),2025-09-01,56
MIMAROPA REGION,"Pepper, bell",2025 October,175.0,Other Fresh Peppers (Bell/Finger),2025-10-01,57
MIMAROPA REGION,"Pepper, bell",2025 November,180.0,Other Fresh Peppers (Bell/Finger),2025-11-01,58
MIMAROPA REGION,"Pepper, bell",2025 December,182.0,Other Fresh Peppers (Bell/Finger),2025-12-01,59
MIMAROPA REGION,"Pepper, finger",2021 January,88.64,Other Fresh Peppers (Bell/Finger),2021-01-01,0
MIMAROPA REGION,"Pepper, finger",2021 February,57.13,Other Fresh Peppers (Bell/Finger),2021-02-01,1
MIMAROPA REGION,"Pepper, finger",2021 March,38.83,Other Fresh Peppers (Bell/Finger),2021-03-01,2
MIMAROPA REGION,"Pepper, finger",2021 April,34.26,Other Fresh Peppers (Bell/Finger),2021-04-01,3
MIMAROPA REGION,"Pepper, finger",2021 May,29.16,Other Fresh Peppers (Bell/Finger),2021-05-01,4
MIMAROPA REGION,"Pepper, finger",2021 June,34.25,Other Fresh Peppers (Bell/Finger),2021-06-01,5
MIMAROPA REGION,"Pepper, finger",2021 July,30.09,Other Fresh Peppers (Bell/Finger),2021-07-01,6
MIMAROPA REGION,"Pepper, finger",2021 August,45.45,Other Fresh Peppers (Bell/Finger),2021-08-01,7
MIMAROPA REGION,"Pepper, finger",2021 September,46.01,Other Fresh Peppers (Bell/Finger),2021-09-01,8
MIMAROPA REGION,"Pepper, finger",2021 October,51.51,Other Fresh Peppers (Bell/Finger),2021-10-01,9
MIMAROPA REGION,"Pepper, finger",2021 November,58.6,Other Fresh Peppers (Bell/Finger),2021-11-01,10
MIMAROPA REGION,"Pepper, finger",2021 December,55.96,Other Fresh Peppers (Bell/Finger),2021-12-01,11
MIMAROPA REGION,"Pepper, finger",2022 January,49.52,Other Fresh Peppers (Bell/Finger),2022-01-01,12
MIMAROPA REGION,"Pepper, finger",2022 February,55.27,Other Fresh Peppers (Bell/Finger),2022-02-01,13
MIMAROPA REGION,"Pepper, finger",2022 March,50.73,Other Fresh Peppers (Bell/Finger),2022-03-01,14
MIMAROPA REGION,"Pepper, finger",2022 April,46.97,Other Fresh Peppers (Bell/Finger),2022-04-01,15
MIMAROPA REGION,"Pepper, finger",2022 May,46.56,Other Fresh Peppers (Bell/Finger),2022-05-01,16
MIMAROPA REGION,"Pepper, finger",2022 June,45.31,Other Fresh Peppers (Bell/Finger),2022-06-01,17
MIMAROPA REGION,"Pepper, finger",2022 July,51.29,Other Fresh Peppers (Bell/Finger),2022-07-01,18
MIMAROPA REGION,"Pepper, finger",2022 August,46.45,Other Fresh Peppers (Bell/Finger),2022-08-01,19
MIMAROPA REGION,"Pepper, finger",2022 September,45.25,Other Fresh Peppers (Bell/Finger),2022-09-01,20
MIMAROPA REGION,"Pepper, finger",2022 October,46.64,Other Fresh Peppers (Bell/Finger),2022-10-01,21
MIMAROPA REGION,"Pepper, finger",2022 November,56.89,Other Fresh Peppers (Bell/Finger),2022-11-01,22
MIMAROPA REGION,"Pepper, finger",2022 December,66.89,Other Fresh Peppers (Bell/Finger),2022-12-01,23
MIMAROPA REGION,"Pepper, finger",2023 January,71.8,Other Fresh Peppers (Bell/Finger),2023-01-01,24
MIMAROPA REGION,"Pepper, finger",2023 February,55.02,Other Fresh Peppers (Bell/Finger),2023-02-01,25
MIMAROPA REGION,"Pepper, finger",2023 March,55.2,Other Fresh Peppers (Bell/Finger),2023-03-01,26
MIMAROPA REGION,"Pepper, finger",2023 April,45.37,Other Fresh Peppers (Bell/Finger),2023-04-01,27
MIMAROPA REGION,"Pepper, finger",2023 May,40.19,Other Fresh Peppers (Bell/Finger),2023-05-01,28
MIMAROPA REGION,"Pepper, finger",2023 June,40.77,Other Fresh Peppers (Bell/Finger),2023-06-01,29
MIMAROPA REGION,"Pepper, finger",2023 July,49.0,Other Fresh Peppers (Bell/Finger),2023-07-01,30
MIMAROPA REGION,"Pepper, finger",2023 August,57.4,Other Fresh Peppers (Bell/Finger),2023-08-01,31
MIMAROPA REGION,"Pepper, finger",2023 September,57.74,Other Fresh Peppers (Bell/Finger),2023-09-01,32
MIMAROPA REGION,"Pepper, finger",2023 October,49.32,Other Fresh Peppers (Bell/Finger),2023-10-01,33
MIMAROPA REGION,"Pepper, finger",2023 November,56.9,Other Fresh Peppers (Bell/Finger),2023-11-01,34
MIMAROPA REGION,"Pepper, finger",2023 December,53.96,Other Fresh Peppers (Bell/Finger),2023-12-01,35
MIMAROPA REGION,"Pepper, finger",2024 January,38.5,Other Fresh Peppers (Bell/Finger),2024-01-01,36
MIMAROPA REGION,"Pepper, finger",2024 February,42.43,Other Fresh Peppers (Bell/Finger),2024-02-01,37
MIMAROPA REGION,"Pepper, finger",2024 March,53.55,Other Fresh Peppers (Bell/Finger),2024-03-01,38
MIMAROPA REGION,"Pepper, finger",2024 April,33.98,Other Fresh Peppers (Bell/Finger),2024-04-01,39
MIMAROPA REGION,"Pepper, finger",2024 May,33.64,Other Fresh Peppers (Bell/Finger),2024-05-01,40
MIMAROPA REGION,"Pepper, finger",2024 June,34.09,Other Fresh Peppers (Bell/Finger),2024-06-01,41
MIMAROPA REGION,"Pepper, finger",2024 July,46.22,Other Fresh Peppers (Bell/Finger),2024-07-01,42
MIMAROPA REGION,"Pepper, finger",2024 August,49.67,Other Fresh Peppers (Bell/Finger),2024-08-01,43
MIMAROPA REGION,"Pepper, finger",2024 September,29.34,Other Fresh Peppers (Bell/Finger),2024-09-01,44
MIMAROPA REGION,"Pepper, finger",2024 October,61.09,Other Fresh Peppers (Bell/Finger),2024-10-01,45
MIMAROPA REGION,"Pepper, finger",2024 November,63.52,Other Fresh Peppers (Bell/Finger),2024-11-01,46
MIMAROPA REGION,"Pepper, finger",2024 December,100.0,Other Fresh Peppers (Bell/Finger),2024-12-01,47
MIMAROPA REGION,"Pepper, finger",2025 January,104.55,Other Fresh Peppers (Bell/Finger),2025-01-01,48
MIMAROPA REGION,"Pepper, finger",2025 February,101.76,Other Fresh Peppers (Bell/Finger),2025-02-01,49
MIMAROPA REGION,"Pepper, finger",2025 March,14.43,Other Fresh Peppers (Bell/Finger),2025-03-01,50
MIMAROPA REGION,"Pepper, finger",2025 April,47.91,Other Fresh Peppers (Bell/Finger),2025-04-01,51
MIMAROPA REGION,"Pepper, finger",2025 May,51.68,Other Fresh Peppers (Bell/Finger),2025-05-01,52
MIMAROPA REGION,"Pepper, finger",2025 June,43.64,Other Fresh Peppers (Bell/Finger),2025-06-01,53
MIMAROPA REGION,"Pepper, finger",2025 July,28.0,Other Fresh Peppers (Bell/Finger),2025-07-01,54
MIMAROPA REGION,"Pepper, finger",2025 August,99.09,Other Fresh Peppers (Bell/Finger),2025-08-01,55
MIMAROPA REGION,"Pepper, finger",2025 September,32.36,Other Fresh Peppers (Bell/Finger),2025-09-01,56
MIMAROPA REGION,"Pepper, finger",2025 October,83.28,Other Fresh Peppers (Bell/Finger),2025-10-01,57
MIMAROPA REGION,"Pepper, finger",2025 November,102.71,Other Fresh Peppers (Bell/Finger),2025-11-01,58
MIMAROPA REGION,"Pepper, finger",2025 December,75.0,Other Fresh Peppers (Bell/Finger),2025-12-01,59
Marinduque,"Garlic, dried bulb",2021 March,195.0,Garlic (Dried Bulb),2021-03-01,2
Marinduque,"Garlic, dried bulb",2022 March,195.38,Garlic (Dried Bulb),2022-03-01,14
Marinduque,"Garlic, dried bulb",2022 April,165.11,Garlic (Dried Bulb),2022-04-01,15
Marinduque,"Garlic, dried bulb",2022 May,140.0,Garlic (Dried Bulb),2022-05-01,16
Marinduque,"Garlic, dried bulb",2023 March,162.5,Garlic (Dried Bulb),2023-03-01,26
Marinduque,"Garlic, dried bulb",2023 April,150.0,Garlic (Dried Bulb),2023-04-01,27
Marinduque,"Ginger, Native",2021 January,80.0,Ginger (All Sub-Varieties),2021-01-01,0
Marinduque,"Ginger, Native",2021 February,61.1,Ginger (All Sub-Varieties),2021-02-01,1
Marinduque,"Ginger, Native",2021 March,71.32,Ginger (All Sub-Varieties),2021-03-01,2
Marinduque,"Ginger, Native",2021 April,75.35,Ginger (All Sub-Varieties),2021-04-01,3
Marinduque,"Ginger, Native",2021 May,81.29,Ginger (All Sub-Varieties),2021-05-01,4
Marinduque,"Ginger, Native",2021 June,96.05,Ginger (All Sub-Varieties),2021-06-01,5
Marinduque,"Ginger, Native",2021 July,82.64,Ginger (All Sub-Varieties),2021-07-01,6
Marinduque,"Ginger, Native",2021 August,60.89,Ginger (All Sub-Varieties),2021-08-01,7
Marinduque,"Ginger, Native",2021 September,84.08,Ginger (All Sub-Varieties),2021-09-01,8
Marinduque,"Ginger, Native",2021 October,75.71,Ginger (All Sub-Varieties),2021-10-01,9
Marinduque,"Ginger, Native",2021 November,60.85,Ginger (All Sub-Varieties),2021-11-01,10
Marinduque,"Ginger, Native",2021 December,51.09,Ginger (All Sub-Varieties),2021-12-01,11
Marinduque,"Ginger, Native",2022 January,42.63,Ginger (All Sub-Varieties),2022-01-01,12
Marinduque,"Ginger, Native",2022 February,49.9,Ginger (All Sub-Varieties),2022-02-01,13
Marinduque,"Ginger, Native",2022 March,47.78,Ginger (All Sub-Varieties),2022-03-01,14
Marinduque,"Ginger, Native",2022 April,49.6,Ginger (All Sub-Varieties),2022-04-01,15
Marinduque,"Ginger, Native",2022 May,53.09,Ginger (All Sub-Varieties),2022-05-01,16
Marinduque,"Ginger, Native",2022 June,52.18,Ginger (All Sub-Varieties),2022-06-01,17
Marinduque,"Ginger, Native",2022 July,46.1,Ginger (All Sub-Varieties),2022-07-01,18
Marinduque,"Ginger, Native",2022 August,54.17,Ginger (All Sub-Varieties),2022-08-01,19
Marinduque,"Ginger, Native",2022 September,51.99,Ginger (All Sub-Varieties),2022-09-01,20
Marinduque,"Ginger, Native",2022 October,57.36,Ginger (All Sub-Varieties),2022-10-01,21
Marinduque,"Ginger, Native",2022 November,60.48,Ginger (All Sub-Varieties),2022-11-01,22
Marinduque,"Ginger, Native",2022 December,62.19,Ginger (All Sub-Varieties),2022-12-01,23
Marinduque,"Ginger, Native",2023 January,53.44,Ginger (All Sub-Varieties),2023-01-01,24
Marinduque,"Ginger, Native",2023 February,43.32,Ginger (All Sub-Varieties),2023-02-01,25
Marinduque,"Ginger, Native",2023 March,31.41,Ginger (All Sub-Varieties),2023-03-01,26
Marinduque,"Ginger, Native",2023 April,31.33,Ginger (All Sub-Varieties),2023-04-01,27
Marinduque,"Ginger, Native",2023 May,36.24,Ginger (All Sub-Varieties),2023-05-01,28
Marinduque,"Ginger, Native",2023 June,30.78,Ginger (All Sub-Varieties),2023-06-01,29
Marinduque,"Ginger, Native",2023 July,32.61,Ginger (All Sub-Varieties),2023-07-01,30
Marinduque,"Ginger, Native",2023 August,39.89,Ginger (All Sub-Varieties),2023-08-01,31
Marinduque,"Ginger, Native",2023 September,53.57,Ginger (All Sub-Varieties),2023-09-01,32
Marinduque,"Ginger, Native",2023 October,51.74,Ginger (All Sub-Varieties),2023-10-01,33
Marinduque,"Ginger, Native",2023 November,51.77,Ginger (All Sub-Varieties),2023-11-01,34
Marinduque,"Ginger, Native",2023 December,45.44,Ginger (All Sub-Varieties),2023-12-01,35
Marinduque,"Ginger, Native",2024 January,40.0,Ginger (All Sub-Varieties),2024-01-01,36
Marinduque,"Ginger, Native",2024 February,40.0,Ginger (All Sub-Varieties),2024-02-01,37
Marinduque,"Ginger, Native",2024 March,40.0,Ginger (All Sub-Varieties),2024-03-01,38
Marinduque,"Ginger, Native",2024 July,50.0,Ginger (All Sub-Varieties),2024-07-01,42
Marinduque,"Ginger, Native",2024 August,50.0,Ginger (All Sub-Varieties),2024-08-01,43
Marinduque,"Ginger, Native",2024 September,50.0,Ginger (All Sub-Varieties),2024-09-01,44
Marinduque,"Ginger, Native",2024 October,80.0,Ginger (All Sub-Varieties),2024-10-01,45
Marinduque,"Ginger, Native",2025 October,90.0,Ginger (All Sub-Varieties),2025-10-01,57
Marinduque,"Ginger, Native",2025 November,90.0,Ginger (All Sub-Varieties),2025-11-01,58
Marinduque,"Ginger, Native",2025 December,90.0,Ginger (All Sub-Varieties),2025-12-01,59
Marinduque,"Onion, red shallot (Sibuyas Tagalog)",2021 March,80.0,Onions (All Sub-Varieties),2021-03-01,2
Marinduque,Paminta [Black pepper],2024 August,280.0,Black Pepper (Paminta),2024-08-01,43
Marinduque,Paminta [Black pepper],2024 September,280.0,Black Pepper (Paminta),2024-09-01,44
Marinduque,"Pepper, finger",2021 January,151.17,Other Fresh Peppers (Bell/Finger),2021-01-01,0
Marinduque,"Pepper, finger",2021 February,99.52,Other Fresh Peppers (Bell/Finger),2021-02-01,1
Marinduque,"Pepper, finger",2021 March,55.49,Other Fresh Peppers (Bell/Finger),2021-03-01,2
Marinduque,"Pepper, finger",2021 April,54.46,Other Fresh Peppers (Bell/Finger),2021-04-01,3
Marinduque,"Pepper, finger",2021 May,52.54,Other Fresh Peppers (Bell/Finger),2021-05-01,4
Marinduque,"Pepper, finger",2021 June,54.21,Other Fresh Peppers (Bell/Finger),2021-06-01,5
Marinduque,"Pepper, finger",2021 July,49.77,Other Fresh Peppers (Bell/Finger),2021-07-01,6
Marinduque,"Pepper, finger",2021 August,53.55,Other Fresh Peppers (Bell/Finger),2021-08-01,7
Marinduque,"Pepper, finger",2021 September,50.17,Other Fresh Peppers (Bell/Finger),2021-09-01,8
Marinduque,"Pepper, finger",2021 October,55.22,Other Fresh Peppers (Bell/Finger),2021-10-01,9
Marinduque,"Pepper, finger",2021 November,53.66,Other Fresh Peppers (Bell/Finger),2021-11-01,10
Marinduque,"Pepper, finger",2021 December,55.56,Other Fresh Peppers (Bell/Finger),2021-12-01,11
Marinduque,"Pepper, finger",2022 January,54.25,Other Fresh Peppers (Bell/Finger),2022-01-01,12
Marinduque,"Pepper, finger",2022 February,58.39,Other Fresh Peppers (Bell/Finger),2022-02-01,13
Marinduque,"Pepper, finger",2022 March,59.55,Other Fresh Peppers (Bell/Finger),2022-03-01,14
Marinduque,"Pepper, finger",2022 April,62.0,Other Fresh Peppers (Bell/Finger),2022-04-01,15
Marinduque,"Pepper, finger",2022 May,54.69,Other Fresh Peppers (Bell/Finger),2022-05-01,16
Marinduque,"Pepper, finger",2022 June,56.14,Other Fresh Peppers (Bell/Finger),2022-06-01,17
Marinduque,"Pepper, finger",2022 July,59.25,Other Fresh Peppers (Bell/Finger),2022-07-01,18
Marinduque,"Pepper, finger",2022 August,55.45,Other Fresh Peppers (Bell/Finger),2022-08-01,19
Marinduque,"Pepper, finger",2022 September,56.32,Other Fresh Peppers (Bell/Finger),2022-09-01,20
Marinduque,"Pepper, finger",2022 October,65.26,Other Fresh Peppers (Bell/Finger),2022-10-01,21
Marinduque,"Pepper, finger",2022 November,70.91,Other Fresh Peppers (Bell/Finger),2022-11-01,22
Marinduque,"Pepper, finger",2022 December,77.56,Other Fresh Peppers (Bell/Finger),2022-12-01,23
Marinduque,"Pepper, finger",2023 January,94.42,Other Fresh Peppers (Bell/Finger),2023-01-01,24
Marinduque,"Pepper, finger",2023 February,75.49,Other Fresh Peppers (Bell/Finger),2023-02-01,25
Marinduque,"Pepper, finger",2023 March,90.38,Other Fresh Peppers (Bell/Finger),2023-03-01,26
Marinduque,"Pepper, finger",2023 April,64.88,Other Fresh Peppers (Bell/Finger),2023-04-01,27
Marinduque,"Pepper, finger",2023 May,51.73,Other Fresh Peppers (Bell/Finger),2023-05-01,28
Marinduque,"Pepper, finger",2023 June,54.91,Other Fresh Peppers (Bell/Finger),2023-06-01,29
Marinduque,"Pepper, finger",2023 July,63.14,Other Fresh Peppers (Bell/Finger),2023-07-01,30
Marinduque,"Pepper, finger",2023 August,65.89,Other Fresh Peppers (Bell/Finger),2023-08-01,31
Marinduque,"Pepper, finger",2023 September,77.97,Other Fresh Peppers (Bell/Finger),2023-09-01,32
Marinduque,"Pepper, finger",2023 October,67.26,Other Fresh Peppers (Bell/Finger),2023-10-01,33
Marinduque,"Pepper, finger",2023 November,72.24,Other Fresh Peppers (Bell/Finger),2023-11-01,34
Marinduque,"Pepper, finger",2023 December,74.82,Other Fresh Peppers (Bell/Finger),2023-12-01,35
Marinduque,"Pepper, finger",2024 January,46.3,Other Fresh Peppers (Bell/Finger),2024-01-01,36
Marinduque,"Pepper, finger",2024 February,46.3,Other Fresh Peppers (Bell/Finger),2024-02-01,37
Marinduque,"Pepper, finger",2024 March,50.0,Other Fresh Peppers (Bell/Finger),2024-03-01,38
Marinduque,"Pepper, finger",2024 July,70.0,Other Fresh Peppers (Bell/Finger),2024-07-01,42
Marinduque,"Pepper, finger",2024 August,70.0,Other Fresh Peppers (Bell/Finger),2024-08-01,43
Marinduque,"Pepper, finger",2024 October,83.28,Other Fresh Peppers (Bell/Finger),2024-10-01,45
Marinduque,"Pepper, finger",2024 November,100.0,Other Fresh Peppers (Bell/Finger),2024-11-01,46
Marinduque,"Pepper, finger",2024 December,100.0,Other Fresh Peppers (Bell/Finger),2024-12-01,47
Marinduque,"Pepper, finger",2025 January,90.0,Other Fresh Peppers (Bell/Finger),2025-01-01,48
Marinduque,"Pepper, finger",2025 February,100.0,Other Fresh Peppers (Bell/Finger),2025-02-01,49
Marinduque,"Pepper, finger",2025 March,100.0,Other Fresh Peppers (Bell/Finger),2025-03-01,50
