Geolocation,Commodity,Date_String,Price,Date,Month_Index
MIMAROPA REGION,"Pepper, finger",2021 February,57.13,2/1/2021,1
MIMAROPA REGION,"Pepper, finger",2021 March,38.83,3/1/2021,2
MIMAROPA REGION,"Pepper, finger",2021 April,34.26,4/1/2021,3
MIMAROPA REGION,"Pepper, finger",2021 May,29.16,5/1/2021,4
MIMAROPA REGION,"Pepper, finger",2021 June,34.25,6/1/2021,5
MIMAROPA REGION,"Pepper, finger",2021 July,30.09,7/1/2021,6
MIMAROPA REGION,"Pepper, finger",2021 August,45.45,8/1/2021,7
MIMAROPA REGION,"Pepper, finger",2021 September,46.01,9/1/2021,8
MIMAROPA REGION,"Pepper, finger",2021 October,51.51,10/1/2021,9
MIMAROPA REGION,"Pepper, finger",2021 November,58.6,11/1/2021,10
MIMAROPA REGION,"Pepper, finger",2021 December,55.96,12/1/2021,11
MIMAROPA REGION,"Pepper, finger",2022 January,49.52,1/1/2022,12
MIMAROPA REGION,"Pepper, finger",2022 February,55.27,2/1/2022,13
MIMAROPA REGION,"Pepper, finger",2022 March,50.73,3/1/2022,14
MIMAROPA REGION,"Pepper, finger",2022 April,46.97,4/1/2022,15
MIMAROPA REGION,"Pepper, finger",2022 May,46.56,5/1/2022,16
MIMAROPA REGION,"Pepper, finger",2022 June,45.31,6/1/2022,17
MIMAROPA REGION,"Pepper, finger",2022 July,51.29,7/1/2022,18
MIMAROPA REGION,"Pepper, finger",2022 August,46.45,8/1/2022,19
MIMAROPA REGION,"Pepper, finger",2022 September,45.25,9/1/2022,20
MIMAROPA REGION,"Pepper, finger",2022 October,46.64,10/1/2022,21
MIMAROPA REGION,"Pepper, finger",2022 November,56.89,11/1/2022,22
MIMAROPA REGION,"Pepper, finger",2022 December,66.89,12/1/2022,23
MIMAROPA REGION,"Pepper, finger",2023 January,71.8,1/1/2023,24
MIMAROPA REGION,"Pepper, finger",2023 February,55.02,2/1/2023,25
MIMAROPA REGION,"Pepper, finger",2023 March,55.2,3/1/2023,26
MIMAROPA REGION,"Pepper, finger",2023 April,45.37,4/1/2023,27
MIMAROPA REGION,"Pepper, finger",2023 May,40.19,5/1/2023,28
MIMAROPA REGION,"Pepper, finger",2023 June,40.77,6/1/2023,29
MIMAROPA REGION,"Pepper, finger",2023 July,49,7/1/2023,30
MIMAROPA REGION,"Pepper, finger",2023 August,57.4,8/1/2023,31
MIMAROPA REGION,"Pepper, finger",2023 September,57.74,9/1/2023,32
MIMAROPA REGION,"Pepper, finger",2023 October,49.32,10/1/2023,33
MIMAROPA REGION,"Pepper, finger",2023 November,56.9,11/1/2023,34
MIMAROPA REGION,"Pepper, finger",2023 December,53.96,12/1/2023,35
MIMAROPA REGION,"Pepper, finger",2024 January,38.5,1/1/2024,36
MIMAROPA REGION,"Pepper, finger",2024 February,42.43,2/1/2024,37
MIMAROPA REGION,"Pepper, finger",2024 March,53.55,3/1/2024,38
MIMAROPA REGION,"Pepper, finger",2024 April,33.98,4/1/2024,39
MIMAROPA REGION,"Pepper, finger",2024 May,33.64,5/1/2024,40
MIMAROPA REGION,"Pepper, finger",2024 June,34.09,6/1/2024,41
MIMAROPA REGION,"Pepper, finger",2024 July,46.22,7/1/2024,42
MIMAROPA REGION,"Pepper, finger",2024 August,49.67,8/1/2024,43
MIMAROPA REGION,"Pepper, finger",2024 September,29.34,9/1/2024,44
MIMAROPA REGION,"Pepper, finger",2024 October,61.09,10/1/2024,45
MIMAROPA REGION,"Pepper, finger",2024 November,63.52,11/1/2024,46
MIMAROPA REGION,"Pepper, finger",2024 December,100,12/1/2024,47
MIMAROPA REGION,"Pepper, finger",2025 January,104.55,1/1/2025,48
MIMAROPA REGION,"Pepper, finger",2025 February,101.76,2/1/2025,49
MIMAROPA REGION,"Pepper, finger",2025 March,14.43,3/1/2025,50
MIMAROPA REGION,"Pepper, finger",2025 April,47.91,4/1/2025,51
MIMAROPA REGION,"Pepper, finger",2025 May,51.68,5/1/2025,52
MIMAROPA REGION,"Pepper, finger",2025 June,43.64,6/1/2025,53
MIMAROPA REGION,"Pepper, finger",2025 July,28,7/1/2025,54
MIMAROPA REGION,"Pepper, finger",2025 August,99.09,8/1/2025,55
MIMAROPA REGION,"Pepper, finger",2025 September,32.36,9/1/2025,56
MIMAROPA REGION,"Pepper, finger",2025 October,83.28,10/1/2025,57
MIMAROPA REGION,"Pepper, finger",2025 November,102.71,11/1/2025,58
MIMAROPA REGION,"Pepper, finger",2025 December,75,12/1/2025,59
Marinduque,"Garlic, dried bulb",2021 March,195,3/1/2021,2
Marinduque,"Garlic, dried bulb",2022 March,195.38,3/1/2022,14
Marinduque,"Garlic, dried bulb",2022 April,165.11,4/1/2022,15
Marinduque,"Garlic, dried bulb",2022 May,140,5/1/2022,16
Marinduque,"Garlic, dried bulb",2023 March,162.5,3/1/2023,26
Marinduque,"Garlic, dried bulb",2023 April,150,4/1/2023,27
Marinduque,"Ginger, Native",2021 January,80,1/1/2021,0
Marinduque,"Ginger, Native",2021 February,61.1,2/1/2021,1
Marinduque,"Ginger, Native",2021 March,71.32,3/1/2021,2
Marinduque,"Ginger, Native",2021 April,75.35,4/1/2021,3
Marinduque,"Ginger, Native",2021 May,81.29,5/1/2021,4
Marinduque,"Ginger, Native",2021 June,96.05,6/1/2021,5
Marinduque,"Ginger, Native",2021 July,82.64,7/1/2021,6
Marinduque,"Ginger, Native",2021 August,60.89,8/1/2021,7
Marinduque,"Ginger, Native",2021 September,84.08,9/1/2021,8
Marinduque,"Ginger, Native",2021 October,75.71,10/1/2021,9
Marinduque,"Ginger, Native",2021 November,60.85,11/1/2021,10
Marinduque,"Ginger, Native",2021 December,51.09,12/1/2021,11
Marinduque,"Ginger, Native",2022 January,42.63,1/1/2022,12
Marinduque,"Ginger, Native",2022 February,49.9,2/1/2022,13
Marinduque,"Ginger, Native",2022 March,47.78,3/1/2022,14
Marinduque,"Ginger, Native",2022 April,49.6,4/1/2022,15
Marinduque,"Ginger, Native",2022 May,53.09,5/1/2022,16
Marinduque,"Ginger, Native",2022 June,52.18,6/1/2022,17
Marinduque,"Ginger, Native",2022 July,46.1,7/1/2022,18
Marinduque,"Ginger, Native",2022 August,54.17,8/1/2022,19
Marinduque,"Ginger, Native",2022 September,51.99,9/1/2022,20
Marinduque,"Ginger, Native",2022 October,57.36,10/1/2022,21
Marinduque,"Ginger, Native",2022 November,60.48,11/1/2022,22
Marinduque,"Ginger, Native",2022 December,62.19,12/1/2022,23
Marinduque,"Ginger, Native",2023 January,53.44,1/1/2023,24
Marinduque,"Ginger, Native",2023 February,43.32,2/1/2023,25
Marinduque,"Ginger, Native",2023 March,31.41,3/1/2023,26
Marinduque,"Ginger, Native",2023 April,31.33,4/1/2023,27
Marinduque,"Ginger, Native",2023 May,36.24,5/1/2023,28
Marinduque,"Ginger, Native",2023 June,30.78,6/1/2023,29
Marinduque,"Ginger, Native",2023 July,32.61,7/1/2023,30
Marinduque,"Ginger, Native",2023 August,39.89,8/1/2023,31
Marinduque,"Ginger, Native",2023 September,53.57,9/1/2023,32
Marinduque,"Ginger, Native",2023 October,51.74,10/1/2023,33
Marinduque,"Ginger, Native",2023 November,51.77,11/1/2023,34
Marinduque,"Ginger, Native",2023 December,45.44,12/1/2023,35
Marinduque,"Ginger, Native",2024 January,40,1/1/2024,36
Marinduque,"Ginger, Native",2024 February,40,2/1/2024,37
Marinduque,"Ginger, Native",2024 March,40,3/1/2024,38
Marinduque,"Ginger, Native",2024 July,50,7/1/2024,42
Marinduque,"Ginger, Native",2024 August,50,8/1/2024,43
Marinduque,"Ginger, Native",2024 September,50,9/1/2024,44
Marinduque,"Ginger, Native",2024 October,80,10/1/2024,45
Marinduque,"Ginger, Native",2025 October,90,10/1/2025,57
Marinduque,"Ginger, Native",2025 November,90,11/1/2025,58
Marinduque,"Ginger, Native",2025 December,90,12/1/2025,59
Marinduque,"Onion, red shallot (Sibuyas Tagalog)",2021 March,80,3/1/2021,2
Marinduque,Paminta [Black pepper],2024 August,280,8/1/2024,43
Marinduque,Paminta [Black pepper],2024 September,280,9/1/2024,44
Marinduque,"Pepper, finger",2021 January,151.17,1/1/2021,0
Marinduque,"Pepper, finger",2021 February,99.52,2/1/2021,1
Marinduque,"Pepper, finger",2021 March,55.49,3/1/2021,2
Marinduque,"Pepper, finger",2021 April,54.46,4/1/2021,3
Marinduque,"Pepper, finger",2021 May,52.54,5/1/2021,4
Marinduque,"Pepper, finger",2021 June,54.21,6/1/2021,5
Marinduque,"Pepper, finger",2021 July,49.77,7/1/2021,6
Marinduque,"Pepper, finger",2021 August,53.55,8/1/2021,7
Marinduque,"Pepper, finger",2021 September,50.17,9/1/2021,8
Marinduque,"Pepper, finger",2021 October,55.22,10/1/2021,9
Marinduque,"Pepper, finger",2021 November,53.66,11/1/2021,10
Marinduque,"Pepper, finger",2021 December,55.56,12/1/2021,11
Marinduque,"Pepper, finger",2022 January,54.25,1/1/2022,12
Marinduque,"Pepper, finger",2022 February,58.39,2/1/2022,13
Marinduque,"Pepper, finger",2022 March,59.55,3/1/2022,14
Marinduque,"Pepper, finger",2022 April,62,4/1/2022,15
Marinduque,"Pepper, finger",2022 May,54.69,5/1/2022,16
Marinduque,"Pepper, finger",2022 June,56.14,6/1/2022,17
Marinduque,"Pepper, finger",2022 July,59.25,7/1/2022,18
Marinduque,"Pepper, finger",2022 August,55.45,8/1/2022,19
Marinduque,"Pepper, finger",2022 September,56.32,9/1/2022,20
Marinduque,"Pepper, finger",2022 October,65.26,10/1/2022,21
Marinduque,"Pepper, finger",2022 November,70.91,11/1/2022,22
Marinduque,"Pepper, finger",2022 December,77.56,12/1/2022,23
Marinduque,"Pepper, finger",2023 January,94.42,1/1/2023,24
Marinduque,"Pepper, finger",2023 February,75.49,2/1/2023,25
Marinduque,"Pepper, finger",2023 March,90.38,3/1/2023,26
Marinduque,"Pepper, finger",2023 April,64.88,4/1/2023,27
Marinduque,"Pepper, finger",2023 May,51.73,5/1/2023,28
Marinduque,"Pepper, finger",2023 June,54.91,6/1/2023,29
Marinduque,"Pepper, finger",2023 July,63.14,7/1/2023,30
Marinduque,"Pepper, finger",2023 August,65.89,8/1/2023,31
Marinduque,"Pepper, finger",2023 September,77.97,9/1/2023,32
Marinduque,"Pepper, finger",2023 October,67.26,10/1/2023,33
Marinduque,"Pepper, finger",2023 November,72.24,11/1/2023,34
Marinduque,"Pepper, finger",2023 December,74.82,12/1/2023,35
Marinduque,"Pepper, finger",2024 January,46.3,1/1/2024,36
Marinduque,"Pepper, finger",2024 February,46.3,2/1/2024,37
Marinduque,"Pepper, finger",2024 March,50,3/1/2024,38
Marinduque,"Pepper, finger",2024 July,70,7/1/2024,42
Marinduque,"Pepper, finger",2024 August,70,8/1/2024,43
Marinduque,"Pepper, finger",2024 October,83.28,10/1/2024,45
Marinduque,"Pepper, finger",2024 November,100,11/1/2024,46
Marinduque,"Pepper, finger",2024 December,100,12/1/2024,47
Marinduque,"Pepper, finger",2025 January,90,1/1/2025,48
Marinduque,"Pepper, finger",2025 February,100,2/1/2025,49
Marinduque,"Pepper, finger",2025 March,100,3/1/2025,50
Marinduque,"Pepper, finger",2025 April,60,4/1/2025,51
Marinduque,"Pepper, finger",2025 May,60,5/1/2025,52
Marinduque,"Pepper, finger",2025 June,64.19,6/1/2025,53
Marinduque,"Pepper, finger",2025 October,67.73,10/1/2025,57
Marinduque,"Pepper, finger",2025 November,70,11/1/2025,58
Marinduque,"Pepper, finger",2025 December,70,12/1/2025,59
Occidental Mindoro,Chili pepper fruit (Siling labuyo),2024 January,73.2,1/1/2024,36
Occidental Mindoro,Chili pepper fruit (Siling labuyo),2024 February,109.27,2/1/2024,37
Occidental Mindoro,Chili pepper fruit (Siling labuyo),2024 March,70,3/1/2024,38
Occidental Mindoro,Chili pepper fruit (Siling labuyo),2024 July,75,7/1/2024,42
Occidental Mindoro,Chili pepper fruit (Siling labuyo),2024 August,75,8/1/2024,43
Occidental Mindoro,Chili pepper fruit (Siling labuyo),2024 October,49.5,10/1/2024,45
Occidental Mindoro,Chili pepper fruit (Siling labuyo),2024 December,68.18,12/1/2024,47
Occidental Mindoro,Chili pepper fruit (Siling labuyo),2025 April,150,4/1/2025,51
Occidental Mindoro,Chili pepper fruit (Siling labuyo),2025 May,50,5/1/2025,52
Occidental Mindoro,Chili pepper fruit (Siling labuyo),2025 June,30,6/1/2025,53
Occidental Mindoro,Chili pepper fruit (Siling labuyo),2025 July,63.38,7/1/2025,54
Occidental Mindoro,Chili pepper fruit (Siling labuyo),2025 August,77.57,8/1/2025,55
Occidental Mindoro,Chili pepper fruit (Siling labuyo),2025 October,75,10/1/2025,57
Occidental Mindoro,Chili pepper fruit (Siling labuyo),2025 November,70,11/1/2025,58
Occidental Mindoro,Chili pepper fruit (Siling labuyo),2025 December,70,12/1/2025,59
Occidental Mindoro,"Garlic, dried bulb",2021 March,74.63,3/1/2021,2
Occidental Mindoro,"Garlic, dried bulb",2021 April,50.36,4/1/2021,3
Occidental Mindoro,"Garlic, dried bulb",2021 May,69.65,5/1/2021,4
Occidental Mindoro,"Garlic, dried bulb",2022 January,75,1/1/2022,12
Occidental Mindoro,"Garlic, dried bulb",2022 March,88.24,3/1/2022,14
Occidental Mindoro,"Garlic, dried bulb",2022 May,143.65,5/1/2022,16
Occidental Mindoro,"Garlic, dried bulb",2022 July,81.05,7/1/2022,18
Occidental Mindoro,"Garlic, dried bulb",2022 August,67.27,8/1/2022,19
Occidental Mindoro,"Garlic, dried bulb",2022 September,63.33,9/1/2022,20
Occidental Mindoro,"Garlic, dried bulb",2022 October,70,10/1/2022,21
Occidental Mindoro,"Garlic, dried bulb",2023 March,86.49,3/1/2023,26
Occidental Mindoro,"Garlic, dried bulb",2023 August,35,8/1/2023,31
Occidental Mindoro,"Garlic, dried bulb",2024 March,150,3/1/2024,38
Occidental Mindoro,"Garlic, dried bulb",2025 April,80,4/1/2025,51
Occidental Mindoro,"Garlic, dried bulb",2025 May,90,5/1/2025,52
Occidental Mindoro,"Garlic, dried bulb",2025 June,80,6/1/2025,53
Occidental Mindoro,"Ginger, Hawaiian",2021 January,52.69,1/1/2021,0
Occidental Mindoro,"Ginger, Hawaiian",2021 February,39.54,2/1/2021,1
Occidental Mindoro,"Ginger, Hawaiian",2021 March,65.92,3/1/2021,2
Occidental Mindoro,"Ginger, Hawaiian",2021 April,60.59,4/1/2021,3
Occidental Mindoro,"Ginger, Hawaiian",2021 May,64.48,5/1/2021,4
Occidental Mindoro,"Ginger, Hawaiian",2021 June,60,6/1/2021,5
Occidental Mindoro,"Ginger, Hawaiian",2021 July,76.24,7/1/2021,6
Occidental Mindoro,"Ginger, Hawaiian",2021 August,83.01,8/1/2021,7
Occidental Mindoro,"Ginger, Hawaiian",2021 September,52.93,9/1/2021,8
Occidental Mindoro,"Ginger, Hawaiian",2021 October,46.42,10/1/2021,9
Occidental Mindoro,"Ginger, Hawaiian",2021 November,24.68,11/1/2021,10
Occidental Mindoro,"Ginger, Hawaiian",2021 December,20.82,12/1/2021,11
Occidental Mindoro,"Ginger, Hawaiian",2022 January,27.83,1/1/2022,12
Occidental Mindoro,"Ginger, Hawaiian",2022 February,29.44,2/1/2022,13
Occidental Mindoro,"Ginger, Hawaiian",2022 March,34.95,3/1/2022,14
Occidental Mindoro,"Ginger, Hawaiian",2022 April,42.62,4/1/2022,15
Occidental Mindoro,"Ginger, Hawaiian",2022 May,44.62,5/1/2022,16
Occidental Mindoro,"Ginger, Hawaiian",2022 June,36.95,6/1/2022,17
Occidental Mindoro,"Ginger, Hawaiian",2022 July,31.17,7/1/2022,18
Occidental Mindoro,"Ginger, Hawaiian",2022 August,28.28,8/1/2022,19
Occidental Mindoro,"Ginger, Hawaiian",2022 September,34.67,9/1/2022,20
Occidental Mindoro,"Ginger, Hawaiian",2022 October,27.6,10/1/2022,21
Occidental Mindoro,"Ginger, Hawaiian",2022 November,25.99,11/1/2022,22
Occidental Mindoro,"Ginger, Hawaiian",2022 December,24.26,12/1/2022,23
Occidental Mindoro,"Ginger, Hawaiian",2023 January,23.99,1/1/2023,24
Occidental Mindoro,"Ginger, Hawaiian",2023 February,23.88,2/1/2023,25
Occidental Mindoro,"Ginger, Hawaiian",2023 March,21.75,3/1/2023,26
Occidental Mindoro,"Ginger, Hawaiian",2023 April,22.87,4/1/2023,27
Occidental Mindoro,"Ginger, Hawaiian",2023 May,20.39,5/1/2023,28
Occidental Mindoro,"Ginger, Hawaiian",2023 June,22.9,6/1/2023,29
Occidental Mindoro,"Ginger, Hawaiian",2023 July,23.29,7/1/2023,30
Occidental Mindoro,"Ginger, Hawaiian",2023 August,27.96,8/1/2023,31
Occidental Mindoro,"Ginger, Hawaiian",2023 September,27.07,9/1/2023,32
Occidental Mindoro,"Ginger, Hawaiian",2023 October,27.23,10/1/2023,33
Occidental Mindoro,"Ginger, Hawaiian",2023 November,23.16,11/1/2023,34
Occidental Mindoro,"Ginger, Hawaiian",2023 December,24.08,12/1/2023,35
Occidental Mindoro,"Ginger, Hawaiian",2024 October,20,10/1/2024,45
Occidental Mindoro,"Ginger, Hawaiian",2024 November,25,11/1/2024,46
Occidental Mindoro,"Ginger, Hawaiian",2024 December,25,12/1/2024,47
Occidental Mindoro,"Ginger, Hawaiian",2025 October,35,10/1/2025,57
Occidental Mindoro,"Ginger, Hawaiian",2025 November,30,11/1/2025,58
Occidental Mindoro,"Ginger, Hawaiian",2025 December,30,12/1/2025,59
Occidental Mindoro,"Ginger, Native",2024 April,120,4/1/2024,39
Occidental Mindoro,"Ginger, Native",2024 July,69.63,7/1/2024,42
Occidental Mindoro,"Ginger, Native",2024 August,59.4,8/1/2024,43
Occidental Mindoro,"Ginger, Native",2025 February,50,2/1/2025,49
Occidental Mindoro,"Ginger, Native",2025 April,70,4/1/2025,51
Occidental Mindoro,"Ginger, Native",2025 May,70,5/1/2025,52
Occidental Mindoro,"Ginger, Native",2025 June,70,6/1/2025,53
Occidental Mindoro,"Ginger, Native",2025 July,90,7/1/2025,54
Occidental Mindoro,"Ginger, Native",2025 October,50,10/1/2025,57
Occidental Mindoro,"Onion, red creole (Bermuda red)",2021 February,60,2/1/2021,1
Occidental Mindoro,"Onion, red creole (Bermuda red)",2021 March,42.74,3/1/2021,2
Occidental Mindoro,"Onion, red creole (Bermuda red)",2021 April,40.61,4/1/2021,3
Occidental Mindoro,"Onion, red creole (Bermuda red)",2021 May,47.44,5/1/2021,4
Occidental Mindoro,"Onion, red creole (Bermuda red)",2021 June,39.66,6/1/2021,5
Occidental Mindoro,"Onion, red creole (Bermuda red)",2022 January,125.65,1/1/2022,12
Occidental Mindoro,"Onion, red creole (Bermuda red)",2022 February,24.44,2/1/2022,13
Occidental Mindoro,"Onion, red creole (Bermuda red)",2022 March,16.75,3/1/2022,14
Occidental Mindoro,"Onion, red creole (Bermuda red)",2022 April,17.67,4/1/2022,15
Occidental Mindoro,"Onion, red creole (Bermuda red)",2022 May,21.32,5/1/2022,16
Occidental Mindoro,"Onion, red creole (Bermuda red)",2022 June,31.26,6/1/2022,17
Occidental Mindoro,"Onion, red creole (Bermuda red)",2023 January,150.43,1/1/2023,24
Occidental Mindoro,"Onion, red creole (Bermuda red)",2023 February,79.93,2/1/2023,25
Occidental Mindoro,"Onion, red creole (Bermuda red)",2023 March,52.16,3/1/2023,26
Occidental Mindoro,"Onion, red creole (Bermuda red)",2023 April,70.08,4/1/2023,27
Occidental Mindoro,"Onion, red creole (Bermuda red)",2023 May,64.39,5/1/2023,28
Occidental Mindoro,"Onion, red creole (Bermuda red)",2024 February,30,2/1/2024,37
Occidental Mindoro,"Onion, red creole (Bermuda red)",2024 March,30,3/1/2024,38
Occidental Mindoro,"Onion, red creole (Bermuda red)",2025 February,44.27,2/1/2025,49
Occidental Mindoro,"Onion, red creole (Bermuda red)",2025 March,43.55,3/1/2025,50
Occidental Mindoro,"Onion, red creole (Bermuda red)",2025 April,45.1,4/1/2025,51
Occidental Mindoro,"Onion, red creole (Bermuda red)",2025 May,47,5/1/2025,52
Occidental Mindoro,"Onion, red creole (Bermuda red)",2025 August,51.89,8/1/2025,55
Occidental Mindoro,"Onion, red creole (Bermuda red)",2025 October,53.51,10/1/2025,57
Occidental Mindoro,"Onion, red creole (Bermuda red)",2025 November,52.5,11/1/2025,58
Occidental Mindoro,"Onion, red shallot (Sibuyas Tagalog)",2023 February,116.67,2/1/2023,25
Occidental Mindoro,"Onion, red shallot (Sibuyas Tagalog)",2024 February,54.74,2/1/2024,37
Occidental Mindoro,"Onion, red shallot (Sibuyas Tagalog)",2024 March,55,3/1/2024,38
Occidental Mindoro,"Onion, red shallot (Sibuyas Tagalog)",2024 April,18.56,4/1/2024,39
Occidental Mindoro,"Onion, red shallot (Sibuyas Tagalog)",2025 March,44,3/1/2025,50
Occidental Mindoro,"Onion, red shallot (Sibuyas Tagalog)",2025 April,45,4/1/2025,51
Occidental Mindoro,"Onion, red shallot (Sibuyas Tagalog)",2025 May,50,5/1/2025,52
Occidental Mindoro,"Onion, red shallot (Sibuyas Tagalog)",2025 November,92.41,11/1/2025,58
Occidental Mindoro,"Onion, yellow granex (Bermuda white)",2025 April,60,4/1/2025,51
Occidental Mindoro,"Onion, yellow granex (Bermuda white)",2025 May,65,5/1/2025,52
Occidental Mindoro,"Pepper, finger",2021 January,72.96,1/1/2021,0
Occidental Mindoro,"Pepper, finger",2021 February,29.45,2/1/2021,1
Occidental Mindoro,"Pepper, finger",2021 March,17.26,3/1/2021,2
Occidental Mindoro,"Pepper, finger",2021 April,11.92,4/1/2021,3
Occidental Mindoro,"Pepper, finger",2021 May,9.75,5/1/2021,4
Occidental Mindoro,"Pepper, finger",2021 June,24.05,6/1/2021,5
Occidental Mindoro,"Pepper, finger",2021 July,18.38,7/1/2021,6
Occidental Mindoro,"Pepper, finger",2021 August,36.26,8/1/2021,7
Occidental Mindoro,"Pepper, finger",2021 September,28.73,9/1/2021,8
Occidental Mindoro,"Pepper, finger",2021 October,43.65,10/1/2021,9
Occidental Mindoro,"Pepper, finger",2021 November,42.42,11/1/2021,10
Occidental Mindoro,"Pepper, finger",2021 December,39.45,12/1/2021,11
Occidental Mindoro,"Pepper, finger",2022 January,30.49,1/1/2022,12
Occidental Mindoro,"Pepper, finger",2022 February,47.24,2/1/2022,13
Occidental Mindoro,"Pepper, finger",2022 March,31.71,3/1/2022,14
Occidental Mindoro,"Pepper, finger",2022 April,39.89,4/1/2022,15
Occidental Mindoro,"Pepper, finger",2022 May,42.39,5/1/2022,16
Occidental Mindoro,"Pepper, finger",2022 June,32.7,6/1/2022,17
Occidental Mindoro,"Pepper, finger",2022 July,45.09,7/1/2022,18
Occidental Mindoro,"Pepper, finger",2022 August,29.74,8/1/2022,19
Occidental Mindoro,"Pepper, finger",2022 September,35.2,9/1/2022,20
Occidental Mindoro,"Pepper, finger",2022 October,46.18,10/1/2022,21
Occidental Mindoro,"Pepper, finger",2022 November,78.61,11/1/2022,22
Occidental Mindoro,"Pepper, finger",2022 December,70.57,12/1/2022,23
Occidental Mindoro,"Pepper, finger",2023 January,50.98,1/1/2023,24
Occidental Mindoro,"Pepper, finger",2023 February,27.78,2/1/2023,25
Occidental Mindoro,"Pepper, finger",2023 March,17.28,3/1/2023,26
Occidental Mindoro,"Pepper, finger",2023 April,20.11,4/1/2023,27
Occidental Mindoro,"Pepper, finger",2023 May,28.26,5/1/2023,28
Occidental Mindoro,"Pepper, finger",2023 June,35.78,6/1/2023,29
Occidental Mindoro,"Pepper, finger",2023 July,48.4,7/1/2023,30
Occidental Mindoro,"Pepper, finger",2023 August,68,8/1/2023,31
Occidental Mindoro,"Pepper, finger",2023 September,64.83,9/1/2023,32
Occidental Mindoro,"Pepper, finger",2023 October,34.54,10/1/2023,33
Occidental Mindoro,"Pepper, finger",2023 November,51.32,11/1/2023,34
Occidental Mindoro,"Pepper, finger",2023 December,34.77,12/1/2023,35
Occidental Mindoro,"Pepper, finger",2024 July,18.67,7/1/2024,42
Occidental Mindoro,"Pepper, finger",2024 August,18.67,8/1/2024,43
Occidental Mindoro,"Pepper, finger",2024 September,18.67,9/1/2024,44
Occidental Mindoro,"Pepper, finger",2024 October,20,10/1/2024,45
Occidental Mindoro,"Pepper, finger",2024 November,30,11/1/2024,46
Occidental Mindoro,"Pepper, finger",2025 March,14.43,3/1/2025,50
Occidental Mindoro,"Pepper, finger",2025 April,43.44,4/1/2025,51
Occidental Mindoro,"Pepper, finger",2025 May,55.51,5/1/2025,52
Occidental Mindoro,"Pepper, finger",2025 June,10,6/1/2025,53
Occidental Mindoro,"Pepper, finger",2025 August,120,8/1/2025,55
Occidental Mindoro,"Pepper, finger",2025 October,93.19,10/1/2025,57
Occidental Mindoro,"Pepper, finger",2025 November,100,11/1/2025,58
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2022 January,32.66,1/1/2022,12
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2022 February,37.09,2/1/2022,13
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2022 March,35.65,3/1/2022,14
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2022 April,45.82,4/1/2022,15
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2022 May,58.75,5/1/2022,16
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2022 June,61.61,6/1/2022,17
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2022 July,62.76,7/1/2022,18
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2022 August,63.76,8/1/2022,19
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2022 September,43.26,9/1/2022,20
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2022 October,52.6,10/1/2022,21
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2022 November,82.03,11/1/2022,22
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2022 December,97.12,12/1/2022,23
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2023 January,81.5,1/1/2023,24
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2023 February,72.88,2/1/2023,25
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2023 March,68.86,3/1/2023,26
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2023 April,71.78,4/1/2023,27
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2023 May,57.59,5/1/2023,28
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2023 June,47.28,6/1/2023,29
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2023 July,43.85,7/1/2023,30
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2023 August,47.36,8/1/2023,31
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2023 September,47.41,9/1/2023,32
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2023 October,53.26,10/1/2023,33
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2023 November,42.78,11/1/2023,34
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2023 December,40.92,12/1/2023,35
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2024 January,80,1/1/2024,36
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2024 February,80,2/1/2024,37
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2024 March,80,3/1/2024,38
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2024 April,80,4/1/2024,39
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2024 May,70,5/1/2024,40
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2024 June,60,6/1/2024,41
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2024 July,45,7/1/2024,42
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2024 August,45,8/1/2024,43
Oriental Mindoro,Chili pepper fruit (Siling labuyo),2024 September,36.36,9/1/2024,44
